species,sample_1,sample_2
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584998,SRR18584999
Bifidobacterium_adolescentis_56815,SRR18584998,SRR18585006
Bifidobacterium_adolescentis_56815,SRR18584998,SRR18585007
Bifidobacterium_adolescentis_56815,SRR18584998,SRR18585200
Bifidobacterium_adolescentis_56815,SRR18584998,SRR18585208
Bifidobacterium_adolescentis_56815,SRR18584999,SRR18585006
Bifidobacterium_adolescentis_56815,SRR18584999,SRR18585007
Bifidobacterium_adolescentis_56815,SRR18584999,SRR18585200
Bifidobacterium_adolescentis_56815,SRR18584999,SRR18585208
Bifidobacterium_adolescentis_56815,SRR18585006,SRR18585007
Bifidobacterium_adolescentis_56815,SRR18585006,SRR18585200
Bifidobacterium_adolescentis_56815,SRR18585006,SRR18585208
Bifidobacterium_adolescentis_56815,SRR18585007,SRR18585200
Bifidobacterium_adolescentis_56815,SRR18585007,SRR18585208
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585117
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585120
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585122
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585127
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585265
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585116,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585120
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585122
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585127
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585265
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585117,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585122
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585127
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585265
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585120,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585122,SRR18585127
Bifidobacterium_adolescentis_56815,SRR18585122,SRR18585265
Bifidobacterium_adolescentis_56815,SRR18585122,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585122,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585122,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585127,SRR18585265
Bifidobacterium_adolescentis_56815,SRR18585127,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585127,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585127,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585177,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585178,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585179,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585180,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18585180,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18585180,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585180,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585180,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585181,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18585181,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585181,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585181,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585182,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18585182,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585182,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585183,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18585183,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18585200,SRR18585208
Bifidobacterium_adolescentis_56815,SRR18585265,SRR18585268
Bifidobacterium_adolescentis_56815,SRR18585265,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585265,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585268,SRR18585269
Bifidobacterium_adolescentis_56815,SRR18585268,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585269,SRR18585271
Bifidobacterium_adolescentis_56815,SRR18585272,SRR18585273
Bifidobacterium_animalis_58116,SRR18585098,SRR18585244
Bifidobacterium_animalis_58116,SRR18585098,SRR18585255
Bifidobacterium_animalis_58116,SRR18585244,SRR18585255
Bifidobacterium_longum_57796,SRR18585016,SRR18585042
Bifidobacterium_longum_57796,SRR18585016,SRR18585091
Bifidobacterium_longum_57796,SRR18585016,SRR18585095
Bifidobacterium_longum_57796,SRR18585042,SRR18585091
Bifidobacterium_longum_57796,SRR18585042,SRR18585095
Bifidobacterium_longum_57796,SRR18585091,SRR18585095
Bifidobacterium_longum_57796,SRR18585128,SRR18585131
Bifidobacterium_longum_57796,SRR18585128,SRR18585132
Bifidobacterium_longum_57796,SRR18585131,SRR18585132
Bifidobacterium_pseudocatenulatum_57754,SRR18585228,SRR18585229
Bilophila_wadsworthia_57364,SRR18584983,SRR18584982
Bilophila_wadsworthia_57364,SRR18584983,SRR18585178
Bilophila_wadsworthia_57364,SRR18584983,SRR18585179
Bilophila_wadsworthia_57364,SRR18584983,SRR18585181
Bilophila_wadsworthia_57364,SRR18584983,SRR18585182
Bilophila_wadsworthia_57364,SRR18584982,SRR18585178
Bilophila_wadsworthia_57364,SRR18584982,SRR18585179
Bilophila_wadsworthia_57364,SRR18584982,SRR18585181
Bilophila_wadsworthia_57364,SRR18584982,SRR18585182
Bilophila_wadsworthia_57364,SRR18584973,SRR18585027
Bilophila_wadsworthia_57364,SRR18584973,SRR18585053
Bilophila_wadsworthia_57364,SRR18584973,SRR18585119
Bilophila_wadsworthia_57364,SRR18584973,SRR18585206
Bilophila_wadsworthia_57364,SRR18585027,SRR18585053
Bilophila_wadsworthia_57364,SRR18585027,SRR18585119
Bilophila_wadsworthia_57364,SRR18585027,SRR18585206
Bilophila_wadsworthia_57364,SRR18585033,SRR18585037
Bilophila_wadsworthia_57364,SRR18585033,SRR18585038
Bilophila_wadsworthia_57364,SRR18585033,SRR18585193
Bilophila_wadsworthia_57364,SRR18585033,SRR18585194
Bilophila_wadsworthia_57364,SRR18585033,SRR18585195
Bilophila_wadsworthia_57364,SRR18585033,SRR18585196
Bilophila_wadsworthia_57364,SRR18585037,SRR18585038
Bilophila_wadsworthia_57364,SRR18585037,SRR18585193
Bilophila_wadsworthia_57364,SRR18585037,SRR18585194
Bilophila_wadsworthia_57364,SRR18585037,SRR18585195
Bilophila_wadsworthia_57364,SRR18585037,SRR18585196
Bilophila_wadsworthia_57364,SRR18585038,SRR18585193
Bilophila_wadsworthia_57364,SRR18585038,SRR18585194
Bilophila_wadsworthia_57364,SRR18585038,SRR18585195
Bilophila_wadsworthia_57364,SRR18585038,SRR18585196
Bilophila_wadsworthia_57364,SRR18585053,SRR18585119
Bilophila_wadsworthia_57364,SRR18585053,SRR18585206
Bilophila_wadsworthia_57364,SRR18585109,SRR18585113
Bilophila_wadsworthia_57364,SRR18585119,SRR18585206
Bilophila_wadsworthia_57364,SRR18585178,SRR18585179
Bilophila_wadsworthia_57364,SRR18585178,SRR18585181
Bilophila_wadsworthia_57364,SRR18585178,SRR18585182
Bilophila_wadsworthia_57364,SRR18585179,SRR18585181
Bilophila_wadsworthia_57364,SRR18585179,SRR18585182
Bilophila_wadsworthia_57364,SRR18585181,SRR18585182
Bilophila_wadsworthia_57364,SRR18585193,SRR18585194
Bilophila_wadsworthia_57364,SRR18585193,SRR18585195
Bilophila_wadsworthia_57364,SRR18585193,SRR18585196
Bilophila_wadsworthia_57364,SRR18585194,SRR18585195
Bilophila_wadsworthia_57364,SRR18585194,SRR18585196
Bilophila_wadsworthia_57364,SRR18585195,SRR18585196
Catenibacterium_mitsuokai_61547,SRR18585006,SRR18585007
Catenibacterium_mitsuokai_61547,SRR18585006,SRR18585200
Catenibacterium_mitsuokai_61547,SRR18585006,SRR18585201
Catenibacterium_mitsuokai_61547,SRR18585006,SRR18585202
Catenibacterium_mitsuokai_61547,SRR18585006,SRR18585208
Catenibacterium_mitsuokai_61547,SRR18585007,SRR18585200
Catenibacterium_mitsuokai_61547,SRR18585007,SRR18585201
Catenibacterium_mitsuokai_61547,SRR18585007,SRR18585202
Catenibacterium_mitsuokai_61547,SRR18585007,SRR18585208
Catenibacterium_mitsuokai_61547,SRR18585104,SRR18585258
Catenibacterium_mitsuokai_61547,SRR18585104,SRR18585259
Catenibacterium_mitsuokai_61547,SRR18585104,SRR18585260
Catenibacterium_mitsuokai_61547,SRR18585116,SRR18585120
Catenibacterium_mitsuokai_61547,SRR18585116,SRR18585266
Catenibacterium_mitsuokai_61547,SRR18585116,SRR18585267
Catenibacterium_mitsuokai_61547,SRR18585116,SRR18585268
Catenibacterium_mitsuokai_61547,SRR18585116,SRR18585269
Catenibacterium_mitsuokai_61547,SRR18585120,SRR18585266
Catenibacterium_mitsuokai_61547,SRR18585120,SRR18585267
Catenibacterium_mitsuokai_61547,SRR18585120,SRR18585268
Catenibacterium_mitsuokai_61547,SRR18585120,SRR18585269
Catenibacterium_mitsuokai_61547,SRR18585200,SRR18585201
Catenibacterium_mitsuokai_61547,SRR18585200,SRR18585202
Catenibacterium_mitsuokai_61547,SRR18585200,SRR18585208
Catenibacterium_mitsuokai_61547,SRR18585201,SRR18585202
Catenibacterium_mitsuokai_61547,SRR18585201,SRR18585208
Catenibacterium_mitsuokai_61547,SRR18585202,SRR18585208
Catenibacterium_mitsuokai_61547,SRR18585258,SRR18585259
Catenibacterium_mitsuokai_61547,SRR18585258,SRR18585260
Catenibacterium_mitsuokai_61547,SRR18585259,SRR18585260
Catenibacterium_mitsuokai_61547,SRR18585266,SRR18585267
Catenibacterium_mitsuokai_61547,SRR18585266,SRR18585268
Catenibacterium_mitsuokai_61547,SRR18585266,SRR18585269
Catenibacterium_mitsuokai_61547,SRR18585267,SRR18585268
Catenibacterium_mitsuokai_61547,SRR18585267,SRR18585269
Catenibacterium_mitsuokai_61547,SRR18585268,SRR18585269
Coprococcus_comes_61587,SRR18585116,SRR18585118
Coprococcus_comes_61587,SRR18585116,SRR18585120
Coprococcus_comes_61587,SRR18585116,SRR18585122
Coprococcus_comes_61587,SRR18585118,SRR18585120
Coprococcus_comes_61587,SRR18585118,SRR18585122
Coprococcus_comes_61587,SRR18585120,SRR18585122
Coriobacteriaceae_bacterium_58375,SRR18585131,SRR18585132
Coriobacteriaceae_bacterium_58375,SRR18585131,SRR18585138
Coriobacteriaceae_bacterium_58375,SRR18585132,SRR18585138
Desulfovibrio_piger_61475,SRR18585006,SRR18585200
Desulfovibrio_piger_61475,SRR18585006,SRR18585202
Desulfovibrio_piger_61475,SRR18585006,SRR18585203
Desulfovibrio_piger_61475,SRR18585006,SRR18585207
Desulfovibrio_piger_61475,SRR18585006,SRR18585209
Desulfovibrio_piger_61475,SRR18585006,SRR18585211
Desulfovibrio_piger_61475,SRR18585200,SRR18585202
Desulfovibrio_piger_61475,SRR18585200,SRR18585203
Desulfovibrio_piger_61475,SRR18585200,SRR18585207
Desulfovibrio_piger_61475,SRR18585200,SRR18585209
Desulfovibrio_piger_61475,SRR18585200,SRR18585211
Desulfovibrio_piger_61475,SRR18585202,SRR18585203
Desulfovibrio_piger_61475,SRR18585202,SRR18585207
Desulfovibrio_piger_61475,SRR18585202,SRR18585209
Desulfovibrio_piger_61475,SRR18585202,SRR18585211
Desulfovibrio_piger_61475,SRR18585203,SRR18585207
Desulfovibrio_piger_61475,SRR18585203,SRR18585209
Desulfovibrio_piger_61475,SRR18585203,SRR18585211
Desulfovibrio_piger_61475,SRR18585207,SRR18585209
Desulfovibrio_piger_61475,SRR18585207,SRR18585211
Desulfovibrio_piger_61475,SRR18585209,SRR18585211
Dialister_invisus_61905,SRR18585034,SRR18585185
Dialister_invisus_61905,SRR18585034,SRR18585186
Dialister_invisus_61905,SRR18585034,SRR18585188
Dialister_invisus_61905,SRR18585034,SRR18585189
Dialister_invisus_61905,SRR18585034,SRR18585190
Dialister_invisus_61905,SRR18585034,SRR18585194
Dialister_invisus_61905,SRR18585185,SRR18585186
Dialister_invisus_61905,SRR18585185,SRR18585188
Dialister_invisus_61905,SRR18585185,SRR18585189
Dialister_invisus_61905,SRR18585185,SRR18585190
Dialister_invisus_61905,SRR18585185,SRR18585194
Dialister_invisus_61905,SRR18585186,SRR18585188
Dialister_invisus_61905,SRR18585186,SRR18585189
Dialister_invisus_61905,SRR18585186,SRR18585190
Dialister_invisus_61905,SRR18585186,SRR18585194
Dialister_invisus_61905,SRR18585188,SRR18585189
Dialister_invisus_61905,SRR18585188,SRR18585190
Dialister_invisus_61905,SRR18585188,SRR18585194
Dialister_invisus_61905,SRR18585189,SRR18585190
Dialister_invisus_61905,SRR18585189,SRR18585194
Dialister_invisus_61905,SRR18585190,SRR18585194
Dorea_formicigenerans_56346,SRR18585006,SRR18585200
Dorea_formicigenerans_56346,SRR18585131,SRR18585142
Dorea_formicigenerans_56346,SRR18585177,SRR18585181
Dorea_formicigenerans_56346,SRR18585265,SRR18585267
Dorea_longicatena_59913,SRR18585019,SRR18585020
Dorea_longicatena_61473,SRR18585064,SRR18585065
Dorea_longicatena_61473,SRR18585064,SRR18585214
Dorea_longicatena_61473,SRR18585064,SRR18585215
Dorea_longicatena_61473,SRR18585064,SRR18585216
Dorea_longicatena_61473,SRR18585065,SRR18585214
Dorea_longicatena_61473,SRR18585065,SRR18585215
Dorea_longicatena_61473,SRR18585065,SRR18585216
Dorea_longicatena_61473,SRR18585116,SRR18585120
Dorea_longicatena_61473,SRR18585214,SRR18585215
Dorea_longicatena_61473,SRR18585214,SRR18585216
Dorea_longicatena_61473,SRR18585215,SRR18585216
Escherichia_coli_58110,SRR18585008,SRR18585009
Escherichia_coli_58110,SRR18585008,SRR18585010
Escherichia_coli_58110,SRR18585008,SRR18585011
Escherichia_coli_58110,SRR18585008,SRR18585165
Escherichia_coli_58110,SRR18585008,SRR18585166
Escherichia_coli_58110,SRR18585008,SRR18585167
Escherichia_coli_58110,SRR18585008,SRR18585168
Escherichia_coli_58110,SRR18585008,SRR18585169
Escherichia_coli_58110,SRR18585008,SRR18585170
Escherichia_coli_58110,SRR18585008,SRR18585171
Escherichia_coli_58110,SRR18585008,SRR18585172
Escherichia_coli_58110,SRR18585008,SRR18585175
Escherichia_coli_58110,SRR18585008,SRR18585174
Escherichia_coli_58110,SRR18585009,SRR18585010
Escherichia_coli_58110,SRR18585009,SRR18585011
Escherichia_coli_58110,SRR18585009,SRR18585165
Escherichia_coli_58110,SRR18585009,SRR18585166
Escherichia_coli_58110,SRR18585009,SRR18585167
Escherichia_coli_58110,SRR18585009,SRR18585168
Escherichia_coli_58110,SRR18585009,SRR18585169
Escherichia_coli_58110,SRR18585009,SRR18585170
Escherichia_coli_58110,SRR18585009,SRR18585171
Escherichia_coli_58110,SRR18585009,SRR18585172
Escherichia_coli_58110,SRR18585009,SRR18585175
Escherichia_coli_58110,SRR18585009,SRR18585174
Escherichia_coli_58110,SRR18585010,SRR18585011
Escherichia_coli_58110,SRR18585010,SRR18585165
Escherichia_coli_58110,SRR18585010,SRR18585166
Escherichia_coli_58110,SRR18585010,SRR18585167
Escherichia_coli_58110,SRR18585010,SRR18585168
Escherichia_coli_58110,SRR18585010,SRR18585169
Escherichia_coli_58110,SRR18585010,SRR18585170
Escherichia_coli_58110,SRR18585010,SRR18585171
Escherichia_coli_58110,SRR18585010,SRR18585172
Escherichia_coli_58110,SRR18585010,SRR18585175
Escherichia_coli_58110,SRR18585010,SRR18585174
Escherichia_coli_58110,SRR18585011,SRR18585165
Escherichia_coli_58110,SRR18585011,SRR18585166
Escherichia_coli_58110,SRR18585011,SRR18585167
Escherichia_coli_58110,SRR18585011,SRR18585168
Escherichia_coli_58110,SRR18585011,SRR18585169
Escherichia_coli_58110,SRR18585011,SRR18585170
Escherichia_coli_58110,SRR18585011,SRR18585171
Escherichia_coli_58110,SRR18585011,SRR18585172
Escherichia_coli_58110,SRR18585011,SRR18585175
Escherichia_coli_58110,SRR18585011,SRR18585174
Escherichia_coli_58110,SRR18585023,SRR18585022
Escherichia_coli_58110,SRR18585033,SRR18585195
Escherichia_coli_58110,SRR18585033,SRR18585196
Escherichia_coli_58110,SRR18585125,SRR18585267
Escherichia_coli_58110,SRR18585165,SRR18585166
Escherichia_coli_58110,SRR18585165,SRR18585167
Escherichia_coli_58110,SRR18585165,SRR18585168
Escherichia_coli_58110,SRR18585165,SRR18585169
Escherichia_coli_58110,SRR18585165,SRR18585170
Escherichia_coli_58110,SRR18585165,SRR18585171
Escherichia_coli_58110,SRR18585165,SRR18585172
Escherichia_coli_58110,SRR18585165,SRR18585175
Escherichia_coli_58110,SRR18585165,SRR18585174
Escherichia_coli_58110,SRR18585166,SRR18585167
Escherichia_coli_58110,SRR18585166,SRR18585168
Escherichia_coli_58110,SRR18585166,SRR18585169
Escherichia_coli_58110,SRR18585166,SRR18585170
Escherichia_coli_58110,SRR18585166,SRR18585171
Escherichia_coli_58110,SRR18585166,SRR18585172
Escherichia_coli_58110,SRR18585166,SRR18585175
Escherichia_coli_58110,SRR18585166,SRR18585174
Escherichia_coli_58110,SRR18585167,SRR18585168
Escherichia_coli_58110,SRR18585167,SRR18585169
Escherichia_coli_58110,SRR18585167,SRR18585170
Escherichia_coli_58110,SRR18585167,SRR18585171
Escherichia_coli_58110,SRR18585167,SRR18585172
Escherichia_coli_58110,SRR18585167,SRR18585175
Escherichia_coli_58110,SRR18585167,SRR18585174
Escherichia_coli_58110,SRR18585168,SRR18585169
Escherichia_coli_58110,SRR18585168,SRR18585170
Escherichia_coli_58110,SRR18585168,SRR18585171
Escherichia_coli_58110,SRR18585168,SRR18585172
Escherichia_coli_58110,SRR18585168,SRR18585175
Escherichia_coli_58110,SRR18585168,SRR18585174
Escherichia_coli_58110,SRR18585169,SRR18585170
Escherichia_coli_58110,SRR18585169,SRR18585171
Escherichia_coli_58110,SRR18585169,SRR18585172
Escherichia_coli_58110,SRR18585169,SRR18585175
Escherichia_coli_58110,SRR18585169,SRR18585174
Escherichia_coli_58110,SRR18585170,SRR18585171
Escherichia_coli_58110,SRR18585170,SRR18585172
Escherichia_coli_58110,SRR18585170,SRR18585175
Escherichia_coli_58110,SRR18585170,SRR18585174
Escherichia_coli_58110,SRR18585171,SRR18585172
Escherichia_coli_58110,SRR18585171,SRR18585175
Escherichia_coli_58110,SRR18585171,SRR18585174
Escherichia_coli_58110,SRR18585172,SRR18585175
Escherichia_coli_58110,SRR18585172,SRR18585174
Escherichia_coli_58110,SRR18585175,SRR18585174
Escherichia_coli_58110,SRR18585195,SRR18585196
Eubacterium_biforme_61684,SRR18585165,SRR18585166
Eubacterium_eligens_61678,SRR18585078,SRR18585079
Eubacterium_eligens_61678,SRR18585104,SRR18585259
Eubacterium_eligens_61678,SRR18585104,SRR18585260
Eubacterium_eligens_61678,SRR18585104,SRR18585261
Eubacterium_eligens_61678,SRR18585185,SRR18585186
Eubacterium_eligens_61678,SRR18585259,SRR18585260
Eubacterium_eligens_61678,SRR18585259,SRR18585261
Eubacterium_eligens_61678,SRR18585260,SRR18585261
Eubacterium_hallii_61477,SRR18584997,SRR18584998
Eubacterium_hallii_61477,SRR18584997,SRR18584999
Eubacterium_hallii_61477,SRR18584997,SRR18585006
Eubacterium_hallii_61477,SRR18584997,SRR18585007
Eubacterium_hallii_61477,SRR18584997,SRR18585200
Eubacterium_hallii_61477,SRR18584997,SRR18585201
Eubacterium_hallii_61477,SRR18584998,SRR18584999
Eubacterium_hallii_61477,SRR18584998,SRR18585006
Eubacterium_hallii_61477,SRR18584998,SRR18585007
Eubacterium_hallii_61477,SRR18584998,SRR18585200
Eubacterium_hallii_61477,SRR18584998,SRR18585201
Eubacterium_hallii_61477,SRR18584999,SRR18585006
Eubacterium_hallii_61477,SRR18584999,SRR18585007
Eubacterium_hallii_61477,SRR18584999,SRR18585200
Eubacterium_hallii_61477,SRR18584999,SRR18585201
Eubacterium_hallii_61477,SRR18585006,SRR18585007
Eubacterium_hallii_61477,SRR18585006,SRR18585200
Eubacterium_hallii_61477,SRR18585006,SRR18585201
Eubacterium_hallii_61477,SRR18585007,SRR18585200
Eubacterium_hallii_61477,SRR18585007,SRR18585201
Eubacterium_hallii_61477,SRR18585016,SRR18585081
Eubacterium_hallii_61477,SRR18585016,SRR18585087
Eubacterium_hallii_61477,SRR18585016,SRR18585095
Eubacterium_hallii_61477,SRR18585016,SRR18585098
Eubacterium_hallii_61477,SRR18585064,SRR18585065
Eubacterium_hallii_61477,SRR18585064,SRR18585214
Eubacterium_hallii_61477,SRR18585065,SRR18585214
Eubacterium_hallii_61477,SRR18585081,SRR18585087
Eubacterium_hallii_61477,SRR18585081,SRR18585095
Eubacterium_hallii_61477,SRR18585081,SRR18585098
Eubacterium_hallii_61477,SRR18585087,SRR18585095
Eubacterium_hallii_61477,SRR18585087,SRR18585098
Eubacterium_hallii_61477,SRR18585095,SRR18585098
Eubacterium_hallii_61477,SRR18585116,SRR18585120
Eubacterium_hallii_61477,SRR18585116,SRR18585265
Eubacterium_hallii_61477,SRR18585116,SRR18585269
Eubacterium_hallii_61477,SRR18585120,SRR18585265
Eubacterium_hallii_61477,SRR18585120,SRR18585269
Eubacterium_hallii_61477,SRR18585131,SRR18585142
Eubacterium_hallii_61477,SRR18585200,SRR18585201
Eubacterium_hallii_61477,SRR18585265,SRR18585269
Eubacterium_rectale_56927,SRR18584997,SRR18584998
Eubacterium_rectale_56927,SRR18584997,SRR18584999
Eubacterium_rectale_56927,SRR18584997,SRR18585000
Eubacterium_rectale_56927,SRR18584997,SRR18585004
Eubacterium_rectale_56927,SRR18584997,SRR18585201
Eubacterium_rectale_56927,SRR18584997,SRR18585209
Eubacterium_rectale_56927,SRR18584998,SRR18584999
Eubacterium_rectale_56927,SRR18584998,SRR18585000
Eubacterium_rectale_56927,SRR18584998,SRR18585004
Eubacterium_rectale_56927,SRR18584998,SRR18585201
Eubacterium_rectale_56927,SRR18584998,SRR18585209
Eubacterium_rectale_56927,SRR18584999,SRR18585000
Eubacterium_rectale_56927,SRR18584999,SRR18585004
Eubacterium_rectale_56927,SRR18584999,SRR18585201
Eubacterium_rectale_56927,SRR18584999,SRR18585209
Eubacterium_rectale_56927,SRR18585000,SRR18585004
Eubacterium_rectale_56927,SRR18585000,SRR18585201
Eubacterium_rectale_56927,SRR18585000,SRR18585209
Eubacterium_rectale_56927,SRR18585004,SRR18585201
Eubacterium_rectale_56927,SRR18585004,SRR18585209
Eubacterium_rectale_56927,SRR18585062,SRR18585065
Eubacterium_rectale_56927,SRR18585062,SRR18585215
Eubacterium_rectale_56927,SRR18585062,SRR18585216
Eubacterium_rectale_56927,SRR18585065,SRR18585215
Eubacterium_rectale_56927,SRR18585065,SRR18585216
Eubacterium_rectale_56927,SRR18585116,SRR18585117
Eubacterium_rectale_56927,SRR18585116,SRR18585118
Eubacterium_rectale_56927,SRR18585116,SRR18585120
Eubacterium_rectale_56927,SRR18585116,SRR18585122
Eubacterium_rectale_56927,SRR18585116,SRR18585123
Eubacterium_rectale_56927,SRR18585117,SRR18585118
Eubacterium_rectale_56927,SRR18585117,SRR18585120
Eubacterium_rectale_56927,SRR18585117,SRR18585122
Eubacterium_rectale_56927,SRR18585117,SRR18585123
Eubacterium_rectale_56927,SRR18585118,SRR18585120
Eubacterium_rectale_56927,SRR18585118,SRR18585122
Eubacterium_rectale_56927,SRR18585118,SRR18585123
Eubacterium_rectale_56927,SRR18585120,SRR18585122
Eubacterium_rectale_56927,SRR18585120,SRR18585123
Eubacterium_rectale_56927,SRR18585122,SRR18585123
Eubacterium_rectale_56927,SRR18585165,SRR18585166
Eubacterium_rectale_56927,SRR18585201,SRR18585209
Eubacterium_rectale_56927,SRR18585215,SRR18585216
Eubacterium_siraeum_57634,SRR18585068,SRR18585069
Eubacterium_siraeum_57634,SRR18585068,SRR18585075
Eubacterium_siraeum_57634,SRR18585069,SRR18585075
Eubacterium_ventriosum_61474,SRR18584975,SRR18585273
Faecalibacterium_prausnitzii_57453,SRR18584972,SRR18584974
Faecalibacterium_prausnitzii_57453,SRR18584972,SRR18584976
Faecalibacterium_prausnitzii_57453,SRR18584972,SRR18584975
Faecalibacterium_prausnitzii_57453,SRR18584972,SRR18585272
Faecalibacterium_prausnitzii_57453,SRR18584972,SRR18585273
Faecalibacterium_prausnitzii_57453,SRR18584974,SRR18584976
Faecalibacterium_prausnitzii_57453,SRR18584974,SRR18584975
Faecalibacterium_prausnitzii_57453,SRR18584974,SRR18585272
Faecalibacterium_prausnitzii_57453,SRR18584974,SRR18585273
Faecalibacterium_prausnitzii_57453,SRR18584976,SRR18584975
Faecalibacterium_prausnitzii_57453,SRR18584976,SRR18585272
Faecalibacterium_prausnitzii_57453,SRR18584976,SRR18585273
Faecalibacterium_prausnitzii_57453,SRR18584975,SRR18585272
Faecalibacterium_prausnitzii_57453,SRR18584975,SRR18585273
Faecalibacterium_prausnitzii_57453,SRR18585045,SRR18585046
Faecalibacterium_prausnitzii_57453,SRR18585045,SRR18585047
Faecalibacterium_prausnitzii_57453,SRR18585045,SRR18585048
Faecalibacterium_prausnitzii_57453,SRR18585046,SRR18585047
Faecalibacterium_prausnitzii_57453,SRR18585046,SRR18585048
Faecalibacterium_prausnitzii_57453,SRR18585047,SRR18585048
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585254
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585256
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585258
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585257
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585259
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585260
Faecalibacterium_prausnitzii_57453,SRR18585104,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585256
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585258
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585257
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585259
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585260
